Id,N_victimas,Fecha,Año,Mes,Dia de semana,Hora,Lugar_del_hecho,Tipo_de_calle,Calle,Cruce,Comuna,Xy (caba),Longitud,Latitud,Participantes,Victima_x,Acusado,Rol,Victima_y,Sexo,Edad
2018-0008,1,2018-01-12,2018,1,Viernes,17,"Huergo, Ing. Av. e Independencia Av.",AVENIDA,"HUERGO, ING. AV.",True,1.0, 108868.80749430 101370.51785663,-58.36659655,-34.61687778,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,FEMENINO,32.0
2018-0009,1,2018-01-14,2018,1,Domingo,2,"Pilcomayo y Brown, Alte. Av.",AVENIDA,PILCOMAYO,True,4.0, 108796.38792642 100177.06810505,-58.36737389,-34.62763661,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,19.0
2018-0010,1,2018-01-18,2018,1,Martes,5,"Cervantes y Belaustegui, Luis, Dr.",CALLE,CERVANTES,True,10.0, 96810.81688812 99875.56613013,-58.49807953,-34.63038658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,40.0
2018-0011,1,2018-01-19,2018,1,Viernes,10,Callao y Vte. Lopez,AVENIDA,CALLAO AV.,True,2.0, 106639.47032605 104255.89970551,-58.39092703,-34.59088447,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,84.0
2018-0012,1,2018-01-26,2018,1,Viernes,13,"Oliden y Chilavert, Martiniano, Coronel",CALLE,OLIDEN,True,8.0, 99466.65991849 94317.70888094,-58.46912006,-34.68049201,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20.0
2018-0013,1,2018-01-28,2018,1,Domingo,8,Congreso Av. y Galvan,AVENIDA,CONGRESO AV.,True,12.0, 97860.62977748 106812.00802724,-58.48661286,-34.56786129,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,44.0
2018-0014,1,2018-01-31,2018,1,Miercoles,20,"Moreno, Perito Av. y Rivera Indarte",AVENIDA,"MORENO, PERITO AV.",True,7.0, 102067.32140821 97610.71255013,-58.44074927,-34.65080597,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,40.0
2018-0015,2,2018-02-06,2018,2,Jueves,1,Australia Av. 2800,AVENIDA,AUSTRALIA AV.,False,4.0, 107053.47849253 98047.93724144,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,28.0
2018-0015,2,2018-02-06,2018,2,Jueves,1,Australia Av. 2800,AVENIDA,AUSTRALIA AV.,False,4.0, 107053.47849253 98047.93724144,-58.38636298,-34.64684275,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19.0
2018-0016,1,2018-02-15,2018,2,Martes,10,"Del Libertador Av. y Ramos Mejia, Jose Maria, Dr. Av.",AVENIDA,DEL LIBERTADOR AV.,True,1.0, 108069.68986814 104046.20018024,-58.37533517,-34.59276462,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,31.0
2018-0017,1,2018-02-17,2018,2,Sabado,4,San Pedrito Av. y Rivadavia Av.,AVENIDA,SAN PEDRITO AV.,True,7.0, 99418.67591727 99840.67619219,-58.46963952,-34.63070603,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,35.0
2018-0018,1,2018-02-17,2018,2,Sabado,7,"Isabel La Catolica y Salvadores, Cnel.",CALLE,ISABEL LA CATOLICA,True,4.0, 108363.47256437 98202.84498754,-58.37207554,-34.64543658,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,26.0
2018-0019,1,2018-02-17,2018,2,Sabado,12,Las Heras General Av. y Callao Av.,AVENIDA,LAS HERAS GENERAL AV.,True,2.0, 106550.65433457 104158.41702434,-58.39189441,-34.59176378,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,80.0
2018-0020,1,2018-02-19,2018,2,Lunes,22,Fernandez de la Cruz Subida AU Héctor J. Cámpora,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,False,8.0, 101207.19032483 96015.90575056,-58.45012957,-34.66518343,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,26.0
2018-0021,1,2018-02-22,2018,2,Martes,10,AMANCIO ALCORTA Y ZAVALETA,AVENIDA,"ALCORTA, AMANCIO AV.",True,4.0, 105634.57202683 98201.36000813,-58.40184094,-34.64546845,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,62.0
2018-0022,1,2018-02-24,2018,2,Sabado,0,"Montes De Oca, Manuel y Olavarria",AVENIDA,"MONTES DE OCA, MANUEL AV.",True,4.0, 108149.86840397 98842.98534187,-58.37441153,-34.63966783,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,28.0
2018-0023,1,2018-02-24,2018,2,Sabado,6,Barco Centenera Del y Rosario,CALLE,BARCO CENTENERA DEL,True,6.0, 102035.73876399 100936.73706899,-58.44110156,-34.62082399,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,28.0
2018-0024,1,2018-02-28,2018,2,Miercoles,23,Alvarez Thomas Av. y Donado,AVENIDA,ALVAREZ THOMAS AV.,True,15.0, 99305.05235104 105657.19134383,-58.47087351,-34.57827342,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,70.0
2018-0025,1,2018-03-04,2018,3,Domingo,22,Av. Avellaneda y Av. Boyacá,AVENIDA,AVELLANEDA AV.,True,7.0, 100337.26455822 100756.41076314,-58.4596221,-34.6224514,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,70.0
2018-0026,2,2018-03-09,2018,3,Viernes,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",True,4.0, 104283.01090451 97171.08656182,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,CONDUCTOR,MOVIL,MASCULINO,24.0
2018-0026,2,2018-03-09,2018,3,Viernes,4,"Rabanal, Francisco, Intendente Av. y Saenz Av.",AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",True,4.0, 104283.01090451 97171.08656182,-58.41657793,-34.65476216,MOVIL-CARGAS,MOVIL,CARGAS,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30.0
2018-0027,1,2018-03-11,2018,3,Domingo,23,Castro y Rondeau,CALLE,CASTRO,True,5.0, 104051.46146857 99117.09528964,-58.41911301,-34.63722107,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,FEMENINO,74.0
2018-0028,1,2018-03-13,2018,3,Jueves,15,"Bilbao, Francisco Av. y Azul",AVENIDA,"BILBAO, FRANCISCO AV.",True,9.0, 99275.15851476 98531.15835355,-58.47120586,-34.64251042,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,71.0
2018-0029,1,2018-03-15,2018,3,Martes,18,Nazca Av. y Gaona Av.,AVENIDA,NAZCA AV.,True,11.0, 99001.33520474 100973.19474422,-58.47418944,-34.62049672,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,26.0
2018-0030,1,2018-03-20,2018,3,Jueves,1,Plaza y Alvarez Thomas Av.,AVENIDA,PLAZA,True,15.0, 99641.71055660 105570.42188351,-58.46720441,-34.57905579,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,24.0
2018-0031,1,2018-03-28,2018,3,Miercoles,10,"Gaona Av. y Artigas, Jose Gervasio, Gral.",AVENIDA,GAONA AV.,True,11.0, 99468.64184992 101272.71412938,-58.46909362,-34.6177971,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,31.0
2018-0032,1,2018-04-02,2018,4,Lunes,13,Cabildo Av. y Aguilar,AVENIDA,CABILDO AV.,True,13.0, 101491.71965442 106698.43843791,-58.44704343,-34.5688864,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,70.0
2018-0033,1,2018-04-07,2018,4,Sabado,7,Camarones y Lope De Vega Av.,AVENIDA,CAMARONES,True,10.0, 96143.57848535 100026.85558450,-58.50535541,-34.62902048,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,FEMENINO,42.0
2018-0034,1,2018-04-11,2018,4,Miercoles,18,Santa Fe Av. 2320,AVENIDA,SANTA FE AV.,False,2.0, 105786.93203839 103775.29320399,-58.40021675,-34.59522198,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,24.0
2018-0035,1,2018-04-12,2018,4,Martes,16,Av. Rivadavia 6950,AVENIDA,RIVADAVIA AV.,False,7.0, 100003.66169818 100008.18099088,-58.46325991,-34.62919627,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,39.0
2018-0036,1,2018-04-13,2018,4,Viernes,23,Av. San Martín y Argerich,AVENIDA,SAN MARTIN AV.,True,15.0, 97118.17245497 103585.17867883,-58.49471482,-34.59694755,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,37.0
2018-0037,1,2018-04-18,2018,4,Miercoles,18,"Cordoba Av. y Uriburu Jose E., Pres.",AVENIDA,CORDOBA AV.,True,2.0, 105923.35790409 103271.83194351,-58.3987261,-34.59975962,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,84.0
2018-0038,2,2018-04-20,2018,4,Viernes,17,AV. RIVADAVIA 1571,AVENIDA,RIVADAVIA AV.,False,1.0, 106840.31999667 102262.72809661,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,59.0
2018-0038,2,2018-04-20,2018,4,Viernes,17,AV. RIVADAVIA 1571,AVENIDA,RIVADAVIA AV.,False,1.0, 106840.31999667 102262.72809661,-58.38872177,-34.60885045,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,61.0
2018-0039,1,2018-04-21,2018,4,Sabado,22,AUTOPISTA LUGONES KM 4.7,AUTOPISTA,"LUGONES, LEOPOLDO AV.",False,14.0, . .,-58.4166009,-34.5624705,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,37.0
2018-0040,1,2018-04-27,2018,4,Viernes,11,Ramon Freire y Virrey Olaguer y Feliu,CALLE,"FREIRE, RAMON, CAP. GRAL.",True,13.0, 100590.76036525 106235.55299971,-58.45686132,-34.57305993,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,51.0
2018-0041,1,2018-04-27,2018,4,Viernes,13,"La Plata Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,LA PLATA AV.,True,4.0, 103711.66698694 98495.65433114,-58.42281627,-34.64282424,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,78.0
2018-0042,1,2018-04-27,2018,4,Viernes,18,BRANDSEN y PERDRIEL,CALLE,BRANDSEN,True,4.0, 107026.83754260 98858.75172681,-58.38666024,-34.63953396,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23.0
2018-0043,1,2018-04-28,2018,4,Sabado,6,"Vilardebo, Teodoro y Alvarez Jonte Av.",AVENIDA,"VILARDEBO, TEODORO",True,11.0, 97438.46582767 101907.03915052,-58.49122843,-34.61207587,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,25.0
2018-0044,1,2018-04-28,2018,4,Sabado,9,Alberti e Independencia Av.,AVENIDA,ALBERTI,True,3.0, 105715.04318224 101174.58167004,-58.40098306,-34.61866627,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,50.0
2018-0045,1,2018-04-30,2018,4,Lunes,7,Alvarez Thomas Av. 879,AVENIDA,ALVAREZ THOMAS AV.,False,13.0, 100808.33159423 105557.81994917,-58.45448963,-34.5791692,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,AUTO,MASCULINO,60.0
2018-0046,1,2018-05-02,2018,5,Miercoles,3,Av. Gral. Paz y Av. Rivadavia,AVENIDA,"PAZ, GRAL. AV.",True,9.0, 93950.50587297 98883.37644525,-58.52927982,-34.63931752,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,11.0
2018-0047,1,2018-05-08,2018,5,Jueves,19,Av. Corrientes y Av. Dorrego,AVENIDA,CORRIENTES AV.,True,15.0, 101440.29935254 104167.40204334,-58.44759966,-34.5917024,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,82.0
2018-0048,1,2018-05-09,2018,5,Miercoles,10,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,True,7.0, 99925.51296558 100002.14427355,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,57.0
2018-0049,1,2018-05-11,2018,5,Viernes,19,Quesada 2300,CALLE,QUESADA,False,13.0, 100107.11808300 108354.57023193,-58.4621322,-34.55395823,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,40.0
2018-0050,1,2018-05-14,2018,5,Lunes,18,Cabildo Av. y Juramento Av.,AVENIDA,CABILDO AV.,True,13.0, 100606.16651489 107458.45493347,-58.45669422,-34.5620361,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,47.0
2018-0051,1,2018-05-15,2018,5,Jueves,21,"California y Carbonari, Francisco, Cmte.",CALLE,CALIFORNIA,True,4.0, 109491.72835084 98425.60443682,-58.3597716,-34.64341878,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,57.0
2018-0052,1,2018-05-18,2018,5,Viernes,20,"Carril, Salvador Maria Del Av. y Nazca",AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",True,15.0, 96798.08806617 104278.02817622,-58.49820145,-34.59070093,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,78.0
2018-0053,1,2018-05-20,2018,5,Domingo,2,San Luis y Aguero,CALLE,SAN LUIS,True,3.0, 104834.84104085 103313.26202067,-58.4105928,-34.5993918,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43.0
2018-0054,1,2018-05-22,2018,5,Jueves,11,Lugones 2430,CALLE,LUGONES,False,12.0, 98495.84519532 106440.03052817,-58.47969138,-34.57121563,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,PEATON,FEMENINO,86.0
2018-0055,1,2018-05-29,2018,5,Jueves,7,Independencia Av. y Jujuy Av.,AVENIDA,INDEPENDENCIA AV.,True,3.0, 105482.77183741 101155.54165898,-58.40351561,-34.61883916,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21.0
2018-0056,1,2018-06-02,2018,6,Sabado,13,Av. Rivadavia 11050,AVENIDA,RIVADAVIA AV.,False,9.0, 94825.31796080 98898.07278223,-58.51973844,-34.63918987,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,69.0
2018-0057,1,2018-06-03,2018,6,Domingo,3,Combate De Los Pozos y Humberto 1°,CALLE,COMBATE DE LOS POZOS,True,3.0, 106436.50690531 100845.32785530,-58.39311376,-34.62163006,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33.0
2018-0058,1,2018-06-03,2018,6,Domingo,6,Cordoba Av. y Thames,AVENIDA,CORDOBA AV.,True,15.0, 102567.54814228 104264.87527568,-58.43531242,-34.59082159,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,26.0
2018-0059,1,2018-06-08,2018,6,Viernes,6,"Garay, Juan De Av. y Sanchez De Loria",AVENIDA,"GARAY, JUAN DE AV.",True,5.0, 104724.05358972 99878.51159963,-58.41178165,-34.63035454,MOTO-MOVIL,MOTO,OTRO,CONDUCTOR,MOTO,MASCULINO,54.0
2018-0060,1,2018-06-08,2018,6,Viernes,12,"Lavalle y Alem, Leandro N. Av.",AVENIDA,LAVALLE,True,1.0, 108513.43549456 103032.95078343,-58.370488,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,51.0
2018-0061,1,2018-06-10,2018,6,Domingo,11,Estados Unidos y Pichincha,CALLE,ESTADOS UNIDOS,True,3.0, 105911.62147898 101065.51501699,-58.39883882,-34.61964833,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,51.0
2018-0062,1,2018-06-14,2018,6,Martes,1,Rosario y Barco Centenera Del,CALLE,ROSARIO,True,6.0, 102035.73876399 100936.73706899,-58.44110156,-34.62082399,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,32.0
2018-0063,1,2018-06-16,2018,6,Sabado,21,Av. Leandro N. Alem y Viamonte,AVENIDA,"ALEM, LEANDRO N. AV.",True,1.0, 108473.00357935 103295.64162815,-58.37093138,-34.59952725,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,28.0
2018-0064,1,2018-06-25,2018,6,Lunes,1,Varela Av. y Primera Junta,AVENIDA,VARELA AV.,True,7.0, 100435.26388900 98861.53271694,-58.45855262,-34.63953253,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,AUTO,MASCULINO,30.0
2018-0065,1,2018-06-26,2018,6,Jueves,17,"Pellegrini, Carlos y Juncal",CALLE,"PELLEGRINI, CARLOS",True,1.0, 107493.20906271 104038.93317074,-58.38161909,-34.59283447,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,35.0
2018-0066,1,2018-06-28,2018,6,Martes,11,Av. Corrientes y Av. Federico Lacroze,AVENIDA,CORRIENTES AV.,True,15.0, 100750.52062158 104691.17506829,-58.45511899,-34.58698157,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,73.0
2018-0067,1,2018-06-29,2018,6,Viernes,16,"Montes De Oca, Manuel y Finochietto Enrique Dr.",AVENIDA,"MONTES DE OCA, MANUEL AV.",True,4.0, 107891.26340037 99945.61487141,-58.37724226,-34.62973033,PASAJEROS-AUTO,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,PASAJEROS,FEMENINO,81.0
2018-0068,1,2018-07-01,2018,7,Domingo,9,"Carabobo Av. y Alberdi, Juan Bautista Av.",AVENIDA,CARABOBO AV.,True,7.0, 100718.69831349 99996.27412808,-58.45546217,-34.62930339,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,21.0
2018-0069,1,2018-07-04,2018,7,Miercoles,21,"Córdoba Av. 2215

",AVENIDA,CORDOBA AV.,False,2.0, 105900.94104333 103295.18325601,-58.39897064,-34.59954925,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,20.0
2018-0070,1,2018-07-07,2018,7,Sabado,15,"Estados Unidos y Urquiza, Gral.",CALLE,ESTADOS UNIDOS,True,3.0, 104963.31095539 100886.97438212,-58.40917826,-34.62126274,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,33.0
2018-0071,1,2018-07-10,2018,7,Jueves,17,Moreno y Av. Huergo,AVENIDA,MORENO,True,1.0, 108808.25931028 102022.90885862,-58.36726348,-34.61099738,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,40.0
2018-0072,1,2018-07-11,2018,7,Miercoles,13,"AU Dellepiane kilometro 0.0, altura calle Montiel, sentido hacia el Centro Porteño",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,False,8.0, 98224.62123059 93867.97738800,-58.48267426,-34.68454456,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,27.0
2018-0073,1,2018-07-11,2018,7,Miercoles,15,"Iriarte, Gral. Av. 3400",AVENIDA,"IRIARTE, GRAL. AV.",False,4.0, 106218.96559101 97510.98250186,-58.39546165,-34.65168841,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,67.0
2018-0074,1,2018-07-14,2018,7,Sabado,6,AV. JUAN B. ALBERDI 2968,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",False,7.0, 99438.84176266 99501.28380301,-58.46941984,-34.63376545,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,AUTO,MASCULINO,25.0
2018-0075,1,2018-07-15,2018,7,Domingo,7,Del Libertador Av. y Ortiz De Ocampo,AVENIDA,DEL LIBERTADOR AV.,True,14.0, 105470.75546311 105320.72785650,-58.40367321,-34.58129246,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,23.0
2018-0076,1,2018-07-16,2018,7,Lunes,9,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE",True,9.0, 93946.81673714 97681.68907836,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,AUTO,MASCULINO,73.0
2018-0077,1,2018-07-16,2018,7,Lunes,23,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.",True,3.0, 104963.31095539 100886.97438212,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS,CONDUCTOR,AUTO,MASCULINO,58.0
2018-0078,1,2018-07-21,2018,7,Sabado,6,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,True,2.0, 104647.18963470 103830.17880585,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,27.0
2018-0079,1,2018-07-23,2018,7,Lunes,7,"De Los Corrales Av. y Paz, Gral. Av.",AVENIDA,DE LOS CORRALES AV.,True,9.0, 95832.05571093 95505.41641999,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,40.0
2018-0080,1,2018-07-25,2018,7,Miercoles,22,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",True,9.0, 95506.35959227 96696.89655626,-58.51232237,-34.6590353,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,26.0
2018-0081,1,2018-07-29,2018,7,Domingo,6,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,True,7.0, 101453.89687005 98180.39027169,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE,PEATON,PEATON,MASCULINO,35.0
2018-0082,1,2018-08-01,2018,8,Miercoles,15,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,True,9.0, 97148.03881747 96734.79106149,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,FEMENINO,17.0
2018-0083,1,2018-08-02,2018,8,Martes,5,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",AVENIDA,"PAZ, GRAL. AV.",True,8.0, 98491.08733048 93092.87943671,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,40.0
2018-0084,1,2018-08-03,2018,8,Viernes,7,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",True,1.0, 108993.20201253 100735.24332429,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,45.0
2018-0085,2,2018-08-03,2018,8,Viernes,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,True,3.0, 106612.54991859 100244.75667446,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0
2018-0085,2,2018-08-03,2018,8,Viernes,18,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,True,3.0, 106612.54991859 100244.75667446,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,30.0
2018-0086,1,2018-08-10,2018,8,Viernes,21,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,True,9.0, 97534.35415051 97682.40955825,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,40.0
2018-0087,1,2018-08-15,2018,8,Miercoles,19,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,True,5.0, 104296.57153484 99891.67281595,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,75.0
2018-0088,1,2018-08-17,2018,8,Viernes,16,Av. Gral. Paz y Av. Dr. Ricardo Balbín,AVENIDA,"PAZ, GRAL. AV.",True,12.0, 96563.66494817 108815.73881056,-58.5007381,-34.5497951,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,40.0
2018-0089,1,2018-08-17,2018,8,Viernes,17,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,True,4.0, 106147.25140863 99876.44981079,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,80.0
2018-0090,1,2018-08-18,2018,8,Sabado,10,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,True,8.0, 102791.00899168 95424.06973029,-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,27.0
2018-0091,1,2018-08-19,2018,8,Domingo,18,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,True,9.0, 94544.31344300 99185.28796442,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0
2018-0092,1,2018-08-20,2018,8,Lunes,8,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,True,14.0, 103662.91363929 103496.49206019,-58.4233693,-34.59774487,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2018-0093,1,2018-08-20,2018,8,Lunes,8,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,False,1.0, 107004.02001368 99798.84856249,-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,24.0
2018-0094,1,2018-08-23,2018,8,Martes,5,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO",True,14.0, 104734.93787233 104821.22705013,-58.4116902,-34.5857988,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,32.0
2018-0095,1,2018-08-26,2018,8,Domingo,0,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,True,9.0, 99624.29795829 97569.69801131,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,49.0
2018-0096,1,2018-08-31,2018,8,Viernes,22,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,True,8.0, 101692.57924565 95312.63822646,-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,39.0
