Id,N_victimas,Fecha,Año,Mes,Dia de semana,Hora,Lugar_del_hecho,Tipo_de_calle,Calle,Cruce,Comuna,Xy (caba),Longitud,Latitud,Participantes,Victima_x,Acusado,Rol,Victima_y,Sexo,Edad
2016-0139,1,2016-10-28,2016,10,Viernes,23,AV PRESIDENTE FIGUEROA ALCORTA Y AV DORREGO,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",True,14.0, 103965.45958231 107084.94812768,-58.42008769,-34.56539579,MOTO-MOTO,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,35.0
2016-0140,1,2016-10-31,2016,10,Lunes,2,AV JURAMENTO Y VUELTA DE OBLIGADO,AVENIDA,JURAMENTO AV.,True,13.0, 100700.71684791 107520.92282315,-58.45566399,-34.56147293,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,20.0
2016-0142,1,2016-11-05,2016,11,Sabado,23,AV DEL LIBERTADOR Y AV RAMOS MEJIA,AVENIDA,DEL LIBERTADOR AV.,True,1.0, 108069.68986814 104046.20018024,-58.37533517,-34.59276462,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,46.0
2016-0143,1,2016-11-06,2016,11,Domingo,4,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,8.0, 101721.59002217 93844.25656649,-58.44451316,-34.68475866,MOTO-SD,MOTO,SD,CONDUCTOR,MOTO,MASCULINO,35.0
2016-0144,1,2016-11-07,2016,11,Lunes,12,AV. ALTE. BROWN 984,AVENIDA,"BROWN, ALTE. AV.",False,4.0, 109494.82838112 99532.69117874,-58.35975012,-34.63343907,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,83.0
2016-0145,1,2016-11-07,2016,11,Lunes,20,AV DEL LIBERTADOR Y LA PAMPA,AVENIDA,DEL LIBERTADOR AV.,True,13.0, 101657.76119068 107735.39237736,-58.44523595,-34.55953855,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,39.0
2016-0146,1,2016-11-09,2016,11,Miercoles,20,PICHINCHA Y AV BRASIL,AVENIDA,PICHINCHA AV.,True,4.0, 106147.25140863 99876.44981079,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,29.0
2016-0147,1,2016-11-16,2016,11,Miercoles,21,AV INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,True,1.0, 106817.01972475 101248.18030272,-58.38896772,-34.61799615,MOVIL-PASAJEROS,MOVIL,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,55.0
2016-0148,1,2016-11-16,2016,11,Miercoles,22,AV GARMENDIA 4895,AVENIDA,GARMENDIA AV.,False,15.0, 99810.88349598 103818.87868694,-58.46536113,-34.59484504,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,40.0
2016-0150,1,2016-11-18,2016,11,Viernes,18,AV AMANCIO ALCORTA Y DIOGENES TABORDA,AVENIDA,"ALCORTA, AMANCIO AV.",True,4.0, 104996.91619776 97395.92929535,-58.40879146,-34.65273216,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,41.0
2016-0151,1,2016-11-18,2016,11,Viernes,20,SD,CALLE,,False,, . .,,,PEATON-SD,PEATON,SD,PEATON,PEATON,SD,
2016-0152,1,2016-11-23,2016,11,Miercoles,21,AV PERITO MORENO Y ZUVIRIA,AVENIDA,"MORENO, PERITO AV.",True,7.0, 99888.30162107 97709.27452060,-58.46451841,-34.64991946,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,42.0
2016-0153,1,2016-11-25,2016,11,Viernes,15,ARAOZ Y AV CORDOBA,AVENIDA,ARAOZ,True,15.0, 103130.82393478 103817.27945358,-58.4291709,-34.59485488,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,FEMENINO,83.0
2016-0154,1,2016-11-26,2016,11,Sabado,14,AV GRAL PAZ 15200,AVENIDA,"PAZ, GRAL. AV.",False,8.0, 97546.12845734 94093.36420523,-58.49007772,-34.68251141,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,38.0
2016-0155,1,2016-11-26,2016,11,Sabado,16,MADERO 900,CALLE,MADERO,False,10.0, 94107.02905618 100169.73297345,-58.52756365,-34.62772274,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,29.0
2016-0156,1,2016-11-26,2016,11,Sabado,19,AV INDEPENDENCIA Y DEAN FUNES,AVENIDA,INDEPENDENCIA AV.,True,3.0, 105219.14271583 101089.92439911,-58.40638983,-34.61943202,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,23.0
2016-0157,1,2016-12-03,2016,12,Sabado,6,AV JUAN B JUSTO 5645,AVENIDA,"JUSTO, JUAN B. AV.",False,11.0, 98856.51878317 101315.60184716,-58.47576807,-34.61740997,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,MASCULINO,23.0
2016-0159,1,2016-12-04,2016,12,Domingo,7,AV 27 DE FEBRERO Y AV ESCALADA,AVENIDA,27 DE FEBRERO AV.,True,8.0, 101721.59002217 93844.25656649,-58.44451316,-34.68475866,AUTO-SD,AUTO,SD,CONDUCTOR,AUTO,MASCULINO,23.0
2016-0160,1,2016-12-06,2016,12,Jueves,5,AUTOPISTA PERITO MORENO ALTURA VELZ,AUTOPISTA,AUTOPISTA PERITO MORENO,False,9.0, 94867.91408532 99212.26216105,-58.51927194,-34.63635787,CARGAS-OBJETO FIJO,CARGAS,OBJETO FIJO,CONDUCTOR,CARGAS,MASCULINO,29.0
2016-0161,1,2016-12-06,2016,12,Jueves,7,AV SANTA FE Y GODOY CRUZ,AVENIDA,SANTA FE AV.,True,14.0, 103490.75904616 105613.31878847,-58.42525456,-34.57866344,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,50.0
2016-0162,1,2016-12-07,2016,12,Miercoles,5,AV FEDERICO LACROZE Y AV FOREST,AVENIDA,"LACROZE, FEDERICO AV.",True,15.0, 100856.34310085 104890.83521057,-58.45396573,-34.58518167,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,38.0
2016-0163,1,2016-12-10,2016,12,Sabado,7,AV GRAL PAZ Y AV GENERAL MOSCONI,AVENIDA,"PAZ, GRAL. AV.",True,11.0, 94486.28631712 103468.59928582,-58.52340614,-34.59798754,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2016-0164,1,2016-12-11,2016,12,Domingo,6,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,True,4.0, 103673.23003122 98676.84527702,-58.42323628,-34.64119105,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,29.0
2016-0165,1,2016-12-12,2016,12,Lunes,8,AV MARTIN GARCIA 300,AVENIDA,"GARCIA, MARTIN AV.",False,4.0, 108623.21898604 100090.41541188,-58.36926144,-34.62841919,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,CICLISTA,BICICLETA,MASCULINO,37.0
2016-0168,1,2016-12-13,2016,12,Jueves,10,AV LA PLATA Y CNEL GREGORIO POMAR,AVENIDA,LA PLATA AV.,True,4.0, 103673.23003122 98676.84527702,-58.42323628,-34.64119105,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,43.0
2016-0169,1,2016-12-15,2016,12,Martes,15,NUÑEZ Y AV RICARDO BALBIN,AVENIDA,NU?EZ,True,12.0, 98526.50846677 108043.08552265,-58.47935434,-34.55676497,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,24.0
2016-0170,1,2016-12-19,2016,12,Lunes,17,AV GRAL PAZ 4500,AVENIDA,"PAZ, GRAL. AV.",False,12.0, 96082.96647324 107261.96873833,-58.50598256,-34.5637998,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21.0
2016-0171,1,2016-12-25,2016,12,Domingo,19,AU BUENOS AIRES - LA PLATA Y AU 25 DE MAYO,AUTOPISTA,"HUERGO, ING. AV.",True,1.0, 108916.48040002 100856.88142642,-58.36607137,-34.62150748,MOTO-MOTO,MOTO,MOTO,CONDUCTOR,MOTO,SD,
2016-0172,1,2016-12-26,2016,12,Lunes,8,AV GARAY Y CASTRO,AVENIDA,"GARAY, JUAN DE AV.",True,5.0, 104044.75501725 99724.84699960,-58.41918902,-34.63174259,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,38.0
2016-0173,1,2016-12-26,2016,12,Lunes,19,AV DIRECTORIO Y AV SAN PEDRITO,AVENIDA,DIRECTORIO AV.,True,7.0, 99615.63172945 99306.93173343,-58.46749188,-34.63551751,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,35.0
2016-0174,1,2016-12-27,2016,12,Jueves,0,AUTOPISTA 25 DE MAYO,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,, . .,,,SD-SD,SD,SD,SD,SD,SD,
2016-0175,1,2016-12-27,2016,12,Jueves,8,CNEL RAMON L FALCON Y MEMBRILLAR,CALLE,"FALCON, RAMON L.,CNEL.",True,7.0, 100243.74197213 99962.81893983,-58.46064174,-34.62960517,PEATON-BICICLETA,PEATON,BICICLETA,PEATON,PEATON,FEMENINO,51.0
2016-0176,1,2016-12-28,2016,12,Miercoles,1,AV BELGRANO Y AV PASEO COLON,AVENIDA,BELGRANO AV.,True,1.0, 108597.31948169 101875.41306445,-58.36956186,-34.61232875,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,28.0
2016-0177,1,2016-12-29,2016,12,Martes,4,ARENALES 3319,CALLE,ARENALES,False,14.0, 104920.46334566 104589.99681258,-58.40966671,-34.58788235,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,FEMENINO,27.0
2016-0178,1,2016-12-30,2016,12,Viernes,16,REPUBLICA BOLIVARIANA DE VENEZUELA Y SAAVEDRA,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,True,3.0, 105541.07964363 101532.48653010,-58.40288226,-34.61544091,MULTIPLE,PEATON,MULTIPLE,PEATON,PEATON,FEMENINO,7.0
2017-0001,1,2017-01-02,2017,1,Lunes,1,AV. JUAN B JUSTO Y ACHUPALLAS,AVENIDA,"JUSTO, JUAN B. AV.",True,11.0, 99757.62471161 102105.99371863,-58.4659423,-34.61028571,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,18.0
2017-0003,1,2017-01-05,2017,1,Martes,3,OLAVARRIA Y AV. VELEZ SARSFIELD,AVENIDA,OLAVARRIA,True,4.0, 106759.07058844 98352.11326541,-58.38957669,-34.64410277,CARGAS-CARGAS,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,33.0
2017-0007,1,2017-01-11,2017,1,Miercoles,17,LIMA Y MEXICO,CALLE,LIMA,True,1.0, 107491.43483173 101547.26343171,-58.3816166,-34.61529543,MULTIPLE,PEATON,MULTIPLE,PEATON,PEATON,MASCULINO,48.0
2017-0008,1,2017-01-16,2017,1,Lunes,0,JOSE A CABRERA Y BONPLAND,CALLE,"CABRERA, JOSE A.",True,14.0, 102213.80136590 104917.03799721,-58.43917004,-34.58494351,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,29.0
2017-0009,1,2017-01-16,2017,1,Lunes,13,AU 25 DE MAYO Y AV. BOEDO,AUTOPISTA,AUTOPISTA 25 DE MAYO,False,5.0, 104341.1368196 100202.74363294,-58.41595919,-34.62743346,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,36.0
2017-0010,1,2017-01-16,2017,1,Lunes,16,AV. DIRECTORIO Y RIGLOS,AVENIDA,DIRECTORIO AV.,True,6.0, 102535.57417570 100108.76675064,-58.4356488,-34.62828656,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,23.0
2017-0011,1,2017-01-22,2017,1,Domingo,2,AV. GRAL. PAZ Y AV. R. BALBIN,AVENIDA,"PAZ, GRAL. AV.",True,12.0, 96563.66494817 108815.73881056,-58.5007381,-34.5497951,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,29.0
2017-0012,1,2017-01-24,2017,1,Jueves,14,TRAFUL Y DIOGENES TABORDA,CALLE,TRAFUL,True,4.0, 104914.66823035 97637.72796868,-58.40969005,-34.6505529,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,30.0
2017-0013,1,2017-01-27,2017,1,Viernes,7,IRIARTE 3055,AVENIDA,"IRIARTE, GRAL. AV.",False,4.0, 106744.80812193 97588.11558612,-58.38972622,-34.65098981,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,MASCULINO,4.0
2017-0014,1,2017-01-28,2017,1,Sabado,8,AV. DONADO Y ARIAS,AVENIDA,DONADO,True,12.0, 97378.59173196 108741.41437861,-58.49185972,-34.55046754,MULTIPLE,MOTO,MULTIPLE,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,22.0
2017-0015,1,2017-02-02,2017,2,Martes,15,CORDOBA AV. Y CALLAO,AVENIDA,CORDOBA AV.,True,2.0, 106454.66355436 103285.14730222,-58.39293417,-34.59963642,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,82.0
2017-0016,1,2017-02-03,2017,2,Viernes,5,"AU 25 DE MAYO, KILOMETRO 8.3, SENTIDO HACIA PROVINCIA DE BUENOS AIRES, C.A.B.A.",AUTOPISTA,AUTOPISTA 25 DE MAYO,False,1.0, 107547.76713701 100705.57738660,-58.38099494,-34.62288231,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,27.0
2017-0017,1,2017-02-06,2017,2,Lunes,8,AV. JUAN B JUSTO Y PARAGUAY,AVENIDA,"JUSTO, JUAN B. AV.",True,14.0, 103145.91571023 105359.30690018,-58.429012,-34.58095431,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,32.0
2017-0018,1,2017-02-09,2017,2,Martes,7,AV. GRAL. PAZ Y AV. DE LOS CORRALES,AVENIDA,"PAZ, GRAL. AV.",True,9.0, 95832.05571093 95505.41641999,-58.50877521,-34.66977709,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,30.0
2017-0021,1,2017-02-18,2017,2,Sabado,5,SARMIENTO Y LIBERTAD,CALLE,SARMIENTO,True,1.0, 107308.24054153 102678.45528316,-58.38362373,-34.60509972,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,43.0
2017-0024,1,2017-02-23,2017,2,Martes,20,AV. RIVADAVIA 7121,AVENIDA,RIVADAVIA AV.,False,7.0, 99762.20699423 99968.05446003,-58.46589308,-34.62955795,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,39.0
2017-0025,1,2017-02-24,2017,2,Viernes,17,AV. FERNANDEZ DE LA CRUZ Y RIVERA INDARTE,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,7.0, 102489.38230491 97228.94942016,-58.43614426,-34.6542464,MOTO-SD,MOTO,SD,CONDUCTOR,MOTO,MASCULINO,23.0
2017-0026,2,2017-02-26,2017,2,Domingo,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",True,4.0, 104113.67806500 97722.68219304,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,23.0
2017-0026,2,2017-02-26,2017,2,Domingo,5,AV. PERITO MORENO Y FOURNIER,AVENIDA,"MORENO, PERITO AV.",True,4.0, 104113.67806500 97722.68219304,-58.41842777,-34.64979057,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,19.0
2017-0027,1,2017-02-26,2017,2,Domingo,21,AV. CASEROS 1429,AVENIDA,CASEROS AV.,False,1.0, 107333.53318866 99701.77552382,-58.38332245,-34.6319325,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,40.0
2017-0028,1,2017-02-28,2017,2,Jueves,9,AV. GAONA Y FRAGATA SARMIENTO,AVENIDA,GAONA AV.,True,6.0, 100783.70757056 101919.87125456,-58.45475488,-34.61196327,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,87.0
2017-0029,1,2017-03-07,2017,3,Jueves,2,MOZART Y TANDIL,CALLE,MOZART,True,9.0, 98009.35575364 97985.81952007,-58.48501341,-34.64742455,SD-AUTO,SD,AUTO,SD,SD,MASCULINO,34.0
2017-0030,1,2017-03-07,2017,3,Jueves,8,MOZART Y COLECTORA AV. TTE. LUIS J DELLEPIANE,AVENIDA,MOZART,True,9.0, 99375.77435905 96732.87189547,-58.47010988,-34.65872088,AUTO-PASAJEROS,AUTO,PASAJEROS,CONDUCTOR,AUTO,FEMENINO,27.0
2017-0031,1,2017-03-11,2017,3,Sabado,1,24 DE NOVIEMBRE Y PAVON ,CALLE,24 DE NOVIEMBRE,True,3.0, 104889.75647602 100057.93817815,-58.4099756,-34.62873635,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,70.0
2017-0032,1,2017-03-12,2017,3,Domingo,5,AV. GRAL. PAZ Y PEDRO DE MENDOZA,AVENIDA,"PAZ, GRAL. AV.",True,8.0, 97652.09135282 93973.55833508,-58.48892175,-34.68359163,AUTO-AUTO,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,40.0
2017-0033,1,2017-03-12,2017,3,Domingo,7,AV. GRAL. PAZ KM. 10,AVENIDA,"PAZ, GRAL. AV.",True,11.0, 94371.21426086 102884.21739121,-58.52466448,-34.60325478,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,28.0
2017-0034,1,2017-03-13,2017,3,Lunes,7,GODOY CRUZ 2651,CALLE,GODOY CRUZ,False,14.0, 103464.34360929 105543.78205193,-58.42554218,-34.57929036,PEATON-AUTO,PEATON,AUTO,PEATON,PEATON,MASCULINO,43.0
2017-0035,3,2017-03-23,2017,3,Martes,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,1.0, 109583.11620052 102006.72069921,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,CONDUCTOR,AUTO,MASCULINO,28.0
2017-0035,3,2017-03-23,2017,3,Martes,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,1.0, 109583.11620052 102006.72069921,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,32.0
2017-0035,3,2017-03-23,2017,3,Martes,5,AV. DR. TRISTAN ACHAVAL RODRIGUEZ Y BLVD. AZUCENA VILLAFLOR,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.",True,1.0, 109583.11620052 102006.72069921,-58.35881506,-34.61113641,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,30.0
2017-0036,2,2017-03-29,2017,3,Miercoles,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,"PAZ, GRAL. AV.",True,12.0, 95300.18060161 105287.23850698,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,51.0
2017-0036,2,2017-03-29,2017,3,Miercoles,18,CURUPAYTI Y COLECTORA AV. GRAL. PAZ,AVENIDA,"PAZ, GRAL. AV.",True,12.0, 95300.18060161 105287.23850698,-58.51452347,-34.58159762,MOTO-PASAJEROS,MOTO,PASAJEROS,CONDUCTOR,MOTO,MASCULINO,20.0
2017-0037,1,2017-03-31,2017,3,Viernes,3,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,True,1.0, 106817.01972475 101248.18030272,-58.38896772,-34.61799615,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,41.0
2017-0038,1,2017-04-01,2017,4,Sabado,19,AV. CASTAÑARES Y LAUTARO,AVENIDA,CASTA?ARES AV.,True,7.0, 101662.32423755 98406.44885071,-58.44516857,-34.64363363,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,FEMENINO,40.0
2017-0040,1,2017-04-03,2017,4,Lunes,9,CAMINO CIUDAD UNUVERSITARIA Y AV. TTE. GUIRALDES,AVENIDA,"GUIRALDES, INT.",False,13.0, 102290.82648731 109281.08885461,-58.43834197,-34.54560369,MULTIPLE,AUTO,MULTIPLE,CONDUCTOR,AUTO,MASCULINO,43.0
2017-0041,1,2017-04-03,2017,4,Lunes,23,BALDOMERO FERNANDEZ MORENO 2186,CALLE,"FERNANDEZ MORENO, BALDOMERO",False,7.0, 100774.70463767 99328.98632835,-58.45485084,-34.63531854,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,17.0
2017-0042,1,2017-04-10,2017,4,Lunes,9,AV. LEOPOLDO LUGONES PKM 6900,AVENIDA,"LUGONES, LEOPOLDO AV.",False,14.0, . .,-58.4166009,-34.5624705,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,40.0
2017-0045,1,2017-04-14,2017,4,Viernes,6,NOGOYA 5940,CALLE,NOGOYA,False,10.0, 94388.40460408 100522.78812728,-58.52449285,-34.62454175,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,CONDUCTOR,MOTO,MASCULINO,21.0
2017-0047,1,2017-04-23,2017,4,Domingo,6,AV. ARGENTINA Y AV. CORVALAN,AVENIDA,ARGENTINA AV.,True,8.0, 99648.31069819 95261.11808541,-58.46713742,-34.6719879,MOTO-AUTO,MOTO,AUTO,CONDUCTOR,MOTO,MASCULINO,37.0
2017-0049,1,2017-04-27,2017,4,Martes,18,AV. FERNANDEZ DE LA CRUZ Y VARELA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",True,8.0, 102273.01728657 97084.66236498,-58.43850413,-34.65554754,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,22.0
2017-0050,2,2017-04-28,2017,4,Viernes,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,False,9.0, . .,-58.4798826,-34.6478116,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,46.0
2017-0050,2,2017-04-28,2017,4,Viernes,11,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,False,9.0, . .,-58.4798826,-34.6478116,MOTO-CARGAS,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,16.0
2017-0051,1,2017-05-01,2017,5,Lunes,3,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,False,7.0, . .,,,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,33.0
2017-0052,1,2017-05-05,2017,5,Viernes,3,AV. GRAL. PAZ Y GOLETA JULIA,AVENIDA,"PAZ, GRAL. AV.",True,8.0, 97173.99360188 94265.65054023,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,PEATON,PEATON,FEMENINO,47.0
2017-0053,1,2017-05-05,2017,5,Viernes,20,VIEYTES Y VILLARINO,CALLE,VIEYTES,True,4.0, 108050.74089604 97335.15201103,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,28.0
2017-0054,1,2017-05-07,2017,5,Domingo,21,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,True,15.0, 97843.76024114 104700.29820723,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,20.0
2017-0055,1,2017-05-09,2017,5,Jueves,8,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,False,12.0, 97032.68537217 105507.05805581,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,CONDUCTOR,AUTO,MASCULINO,32.0
2017-0058,1,2017-05-09,2017,5,Jueves,23,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,True,1.0, 107271.27725903 103337.46347012,-58.38403232,-34.5991594,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,80.0
2017-0059,1,2017-05-11,2017,5,Martes,9,BRASIL Y LIMA,CALLE,BRASIL,True,1.0, 107433.79647713 100255.68319210,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,39.0
2017-0060,1,2017-05-13,2017,5,Sabado,7,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,True,8.0, 100333.14201607 95123.00813458,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,30.0
2017-0061,1,2017-05-15,2017,5,Lunes,13,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,True,2.0, 106445.10866138 103387.80115442,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,PEATON,PEATON,MASCULINO,47.0
2017-0062,1,2017-05-15,2017,5,Lunes,16,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",True,10.0, 95477.60201436 99478.59069542,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,CONDUCTOR,MOTO,MASCULINO,35.0
2017-0063,1,2017-05-17,2017,5,Miercoles,10,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,True,1.0, 107531.03549571 101417.11038758,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,FEMENINO,79.0
2017-0064,1,2017-05-20,2017,5,Sabado,5,MAIPU Y PERON,CALLE,MAIPU,True,1.0, 107958.58079244 102597.49225224,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,PASAJERO_ACOMPAÑANTE,CARGAS,MASCULINO,61.0
2017-0065,1,2017-05-22,2017,5,Lunes,16,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,True,4.0, 107903.91828587 98767.43091425,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,CICLISTA,BICICLETA,MASCULINO,21.0
2017-0066,1,2017-05-22,2017,5,Lunes,18,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,True,15.0, 100300.69930045 102792.78597597,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,PEATON,PEATON,MASCULINO,10.0
